Sentiment,Text,Label,Prediction
0,Awesome weekend was tainted with nightmarish allergies. When will they go away???,0,0
4,You should retweet others good tweets at least 10 a day to get involved into things at twitter,1,1
0,"Oh, poor Doctor.  #42 #doctorwho",0,0
0,@OfficialAS http://twitpic.com/7yod7 - cut off...AGAIN!   I keep thinking BLUES BROTHERS! haha,0,0
4,working at home on PC's for eveyone else but me,1,0
0,WTF I have over 500 updates already? Why do I never realize it until it's too late?,0,0
4,enjoys sleeping a little too much at times,1,0
4,@kristiewells @merkaptan me loves it 2 ! http://tr.im/smcswelunchesFall09  - blogged out new public dates for #smcswelunches,1,1
0,Need to study bad,0,0
4,@JeffDB621 - I enjoy King of the Hill,1,1
4,Girl u need to cool out cuz u aint that hott ! Work is going awesome but  I still want to leave !,1,0
0,@Noodleshannon counting the days,0,1
4,i have no idea how to use twitter,1,0
0,@gerbenvdijk Lucky you! We're at school and hoping it won't rain when we're going back - we have to go shopping,0,0
0,"Probably going outside... I don't want to, I don't feel that great!!!!",0,0
0,I hate beeakfast foods  It better not rain today.,0,0
0,@yogicknitter  Hope you feel better soon!,0,1
4,@robgokeemusic Thanks for the info,1,1
4,happy memorial day weekend!  it's the most wonderful time of the year,1,1
0,just finished balling my eyes out after the sad ending of this book I just read,0,0
0,"Feeling a lil better, but still have no voice...Bummer",0,0
0,@Tori_Thompson The sun is killing here. As a typical vampire I hate the sun!,0,0
4,"@GourmetTweets I made the chicken noodle soup recipe in this month's GT, was fab",1,1
0,Sad that everyone is leaving,0,0
0,"@kickthehobbit lol. XD no, I was the only person out of Jeff's friends that came. Isn't that sad?  YESH to both questions.",0,0
4,@Raisinlike  ahahahah yeah...The  horror,1,1
0,@F1_Steve A Lost fan? I can't wait! In general it hasn't been the best series...,0,0
0,Argghhhhh!! Why it's sooooo BORING?  What could I do? Some ideas?,0,0
0,omg I wanna cry  lol,0,0
0,@fallinfromstars -cuddles- What's wrong?,0,0
4,going to the gym now,1,1
0,wahhh the north american house hippo isn't real   I really wanted one...makes me sad,0,0
4,Everything that exists today: despite philosophical rational/personal reduction:  are all scaffold (pro or con) on Womb's Gravitation,1,1
4,"@faithx5 oh, my. that black and white one with the mark across his mouth.",1,1
4,"does bring organized make me a better person?  Wouldn't it be nice, though?",1,1
0,@zelciia No rock. Very boring breakfast! Croissant and coffee. Nada.,0,0
4,@frontofmonitor The #BostonGlobe's RSS feeds are here on http://boston.com: http://bit.ly/zOFxD | Why link to @Alltop? Go to the source!,1,1
0,"Why do we spend so much money on a holiday this summer, when we can spend them on ha trip to LA next year...?",0,1
0,aww !! i feel bad  ... Hi everybody !,0,0
0,@williams1977:  Go Eggles?,0,1
4,@chanterene feel better my love i will bring u some soul food make u feel good,1,1
4,".@Cody_K you go...he'll figure something out, and we'll all step back in horror. I'll count on you to report.",1,1
0,"@csteinle I tried to get 6...now trying for 2, but no joy",0,0
0,@metsgrrl  THEY PLAYED THAT SONG AGAIN!!!,0,1
0,i'm home now.. with seani!... cerfews are lame,0,0
4,going to watch star trek,1,1
4,"@GOREWHORENOS No, you must play. I certainly will be",1,1
0,"On another note I accidently destroyed my wacom cable, so I need to wait untill mondey to fix me a new one  !!!",0,0
0,grr my iPhone twitter app is acting up might have to switch from #twitterena to some other app,0,0
4,@hotwifeannabel great story ... very very hot  looking forward to the next part!,1,1
0,Pitter Patter is all i can here from the conservatory roof. I wanted to go out an play with my camera today as well,0,0
4,@bravecitizens thanks for knowing the venue's proper name hahah.  sad i missed you guys' set. come back soon.,1,0
0,I'm hungry  shouldn't skip my lunch everyday,0,0
0,@JonathanRKnight naked?? hummmm ... don't say that please!!! lol ..I'm here in Brazil not able to fly to the US   heheehehehe,0,0
4,On our best behavior today...we've been told we're taste-testing new Spinach Lasagna treats and need 2 earn 'em,1,1
4,"@corbthfrog Shoot.  What would you like? Genre doesn't matter to me, I'm a non-discriminatory ringtone maker. #equalopportunity",1,1
4,@jimmyfallon Can I be your guest correspondent next year for E3?  Pretty please!?!?,1,1
0,You suck the life out of me,0,0
0,@Relucs Train ride looked too scary for me,0,0
4,@ENTERSHIKARI play swindon again! be like good ol' days. oh wait. big weekend was swindon...  but i couldn't make it. play me a spesh gig,1,0
4,2 more stops and im with my baby,1,1
0,Rough morning at the animal shelter: Jenny and Jenga got in a fight- Jenga need stitches.,0,0
4,Trying out Filetwt with a free wallpaper I just made  http://filetwt.com/f/qfwkxstp6h,1,1
0,@NMagrey: Me too,0,0
4,I get to see night at the museum 2 at 1pm today LOL I can't wait.,1,1
0,I am bummed about &quot;cool and light rain&quot; for Grad Night Thursday.,0,0
4,"Who would've thought that flyer hats were so cute, vegan burgers were so delicious, and that red haired ladies were so entertaining.",1,1
0,Isn't shopping at ASDA fun?,0,1
0,My daughter is having a play date with her best American friend.. I wish they got to see each other more.,0,0
4,Now enjoying livejournaling with other genderly-confused people,1,1
0,My blog is slow,0,0
0,Argh just when I thought I could release something I hit a damn bug with the cafepress api. No fair.,0,0
4,"@troykids Got it. I hope. What a weird thing. What if I was @ a place I didn't want people to know about. Ha,ha,ha...) Yeah, right.",1,1
4,Like my professor in Communication Research is so great! Yeah she does,1,1
4,i'm happy i'm following danny from the gradual report,1,1
4,i hate the person beside me,1,0
4,@Dojie no never ur like my fave gurl on here,1,0
0,not feeling so good  looking forward to and dreading Monday at the same time :/ tired,0,0
0,Sad because i probably wont make it to band practice tomorrow...,0,0
0,There haven't been two consistent days of sun since May 25.  hate this gloomy weather,0,0
0,watched the Grudge 3 before going to bed...not a good idea.. another battle lost to sleeplessness,0,0
0,Didnt buy my ball dress in the weekend  saw so many pretty dresses but why are they so expensive im only gonna be wearing it once!!,0,0
0,@sbrondum I'm looking up when taxes invented. Keep forgetting. And there are so many now.,0,0
4,"@shawnjooste Correction, I HAD peanut butter cups  Yes, reeses.",1,1
0,@backstreetboys brazil does... but Europe will &quot;get you&quot; first,0,1
0,@LeMonjat Eep! Our old chauffe-eau packed up a few weeks ago.. not an entirely simple job to replace,0,1
4,Dinner and Star Trek with friends tonight. Aw yea.,1,1
4,I want to win my very own @Throwboy pillow!  Retweet for a chance to win! TODAY ONLY!  (via @throwboy),1,1
0,Has a migrane and its sooo sore,0,0
4,"Burnt, Crispy, Scorched and all those words for SUNBURN! When will i learn  im a ginge i dont tan!",1,0
4,Picked a movie finally and popped some popcorn  yum -nom nom nom-,1,1
0,Said my goodbyes to Ewan!,0,1
0,wasting away on the couch while watching kil bill,0,0
0,@TooManyChads well I know u had already deleted me,0,0
4,@staceyjonasx YUP and his all mine,1,1
0,On my way to the airport. And i feel like ugh  too much tequila last night!,0,0
4,Who wants to be follower no #2000?  Thank you all guys - I love you all,1,1
4,I think I am doing some work.I listed this last night  http://bit.ly/12cnKo,1,1
4,Hazel Blears has resigned! Cheering news to waken up to.,1,0
0,YouTube is half-dead,0,1
0,feelin rough atm,0,0
0,Dreading tomorrow at work,0,0
4,"Hey @CrazyEcho read my last tweet, you think Lara Croft is hot &quot;with&quot; clothes",1,1
0,Can't hear properly,0,0
0,@eilidhlive I never even went out in the sun today!!! :O,0,0
0,@LostDeeJay I suspect she miscarried?  The pics of her pregnant were all removed.,0,0
4,"Lazy day of Sunday, me likes.",1,1
4,doin it big on a Friday night  the only way it should be done!!!!,1,0
4,Had a BBQ over the week end and for once the weather was nice  Just had some of my dad Crunchynut cornflakes hope it don't mind.,1,1
4,@jolliehaybowes That sounds a bit rubbish. What are you going to do with yourself then? Anyone to annoy? That'd be my first choice,1,1
4,@Nomz Ooh dang! And I got a birthday coming up too! Banana Split Blizzard! Yummy!,1,1
0,@lilAng I'm so jealous of you. I miss the smell of the ocean.,0,0
4,@ladyjojo17 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,1,1
4,@entreprini I was at the Zoo from 10-noon but only in tweet up room for about 20 min around 10:30. Kids wanted to see animals Not chat,1,0
0,"I miss my boyfriend tremendously, every time he leaves my house  I love him so much.",0,0
0,"of all the things i could do over the next few hrs, i guess i need to clean my room...",0,0
0,zer  you're the one that always supplied me,0,1
0,i havee no idea how the heck i made it to work today ?! . . is it 3;OO yet ?,0,0
0,Missed my derby wife at down and derby tonight,0,0
4,@xpb you should do it!  And then mail Me some free coffee,1,1
4,"@iambo @bregisback Klussende dames, succes!",1,1
4,@JULIE_MOORE Erm...what kind of love are we talking about?,1,1
4,Ð¡ ÑÐ´Ð¾Ð²Ð¾Ð»ÑÑ?ÑÐ²Ð¸ÐµÐ¼ Ð±Ñ Ð¿Ð¾ÑÐ¸ÑÐ°Ð»Ð° Ð¿Ð¾Ñ?Ñ Ñ?Ð¾ Ñ?ÐºÑÐ¸Ð½Ð°Ð¼Ð¸  Ð´Ð¾Ð¿Ð¾Ð»Ð½ÐµÐ½Ð¸Ñ? Ðº Ð +ÑÐµÑ?Ñ - Ð¸Ð½ÑÐµÑÐµÑ?Ð½Ð¾... retweet @Alexandr_UA: #Opera 10 ÐºÐ¾ÑÑÐµÐºÑÐ½Ð¾ Ð¾ÑÐ¾Ð±ÑÐ°Ð·Ð¸Ð»Ð° ...,1,1
4,my sister is so nice  she made me a tasty sandwich! running to rands work in a bitttttt,1,1
4,@THETRANSFER ahah  free chicken is the most important ;),1,1
0,damn! i can't sleep again tonight and I have to be up at 6am,0,0
0,won't be able to attend the @londonhackspace meeting tonight  damn you literature review!,0,0
4,and bena are in love with a married man. We're beginning the plans to destroy the marriage.,1,1
0,"has learned yet another life lesson... When given the opportunity to take someone to the cleaners, do it! The 'right thing' doesn't work",0,0
4,@glazzal Good morning!,1,1
0,I miss game nights...,0,0
4,@skashliwal You are welcome!,1,1
0,Working like a cow,0,1
0,"AA group just left, nooow we have to get everything ready before service tomorrow and I'm soooo tired",0,0
4,@shefaly à¤µà¤¹à¥ à¤¤à¥,1,1
0,@the_lfk the guy says I was too nervous. Couldn't do anything correctly. Couldn't even tell left from right.,0,0
4,"Working from home today, woohoo  No five hours of travel",1,1
0,Reading feeds (1050),0,1
0,"@niawck hehe jangan dibahas ni, nanti ak ngerasa miris, you know that dear",0,1
4,"Lunch with Ryan, Dinner with Amber, Beach with the gang tomorrow. Sometimes I love my life!",1,1
4,@b_club  Right there with ya Tay,1,1
4,"@semsy Yea, he did say that - &amp; naturally, I was jealous! lol :-P It's 1:30am here  &amp; there?",1,1
0,@michaelseater  blizzards are the best. None near me,0,0
4,@xFrankieMonster  lol mannn i cant wait for the new record! its gonna be epic,1,1
4,"I miss Guster , &quot;demons&quot; is such a great song . . lol.",1,0
0,Sad to see Scott is a Democrat.,0,0
4,william elliot whitmore! sheeeiat god damn good,1,1
0,@amypaulsmom do you use the &quot;recurring dates&quot; for &quot;tasks&quot;?  There is no support for recurring ToDo's apparently in iCal natively,0,0
0,"time to prepare for the funeral  wow what a day , dear Jesus I need you..........",0,0
0,Good Morning twitfam! UrGorgeous1 has awaken from her beauty rest. *KISSES* I have so much grown-up business 2 take care of 2day.,0,1
4,Cut my hair this short!!! I was sooo nervous but I love it now!!!,1,1
0,"Having a really productive day in the sweatshop, but missed out on the sunshine",0,0
4,"Satisfied with my day today  acomplished much &amp; understood more..I love feeling content w where ur at,yet inspired for more..HOPE is nice",1,1
0,just got out of yet another bad review  oh well at least lunch time is soon ;) yay,0,0
4,@IAmReedRichards cool!,1,1
0,@skyejaden cant believe that Rafa lost on RG!!! I was so sad.. i will miss his blogging from Paris,0,0
4,just ate some delicious pancakes me &amp; @katiebug0294 made,1,1
4,Year 7 maths. . . Rays? Learn something new every day,1,1
0,I made Johnny drive me home from rather far away because I don't feel well. I feel bad.  And now I am going to bed. What a bad night!,0,0
4,@feelingempty  if you add all those baby steps together - it is a journey,1,1
4,Recommended mileycyrus 'she is great in... taking pictures like a little twitter she is  see pics of...' http://cli.gs/TaMyPG #TellMrTweet,1,1
0,@mark_s_taylor Indeed! (I know I'm a week late answering you; I neglected my @ list this past week...  ),0,0
4,Good Night and Good Morning My Cool Tweeds!!! Hugs  lolol,1,1
0,@Keris I've been up since 4 if it's any consolation. Keep having horrible dreams and too frightened to go back to sleep,0,0
4,BlueVoda &amp; VodaHost Features: http://bit.ly/cM16p  Check it out!,1,1
0,listening to music in bed. nothing on tv,0,1
4,Getting pumped up for the weekend! WOOHOO! Got a little &quot;Rock of Ages&quot; playlist ready to rock in my 'pod for my AM workout.,1,1
4,you are my apple and i wana take a bite,1,1
4,@DJSMOKKE woop woop *does smokke dance* LOL I really want to  no one else JUST ME *crosses arms*,1,1
0,"Just got home from work a little bit ago! Too busy to twitter, lately.  Work isn't as much fun when everyone's in Vegas but you!",0,0
0,@jamiemcflyx yer we should as i am dieing to meet them and i will prob cry lol n yer in wales n lost my camra,0,0
0,studying history...  @13cami i miss you!! love you so much! â¥,0,0
4,The sun is shining just the way i like it,1,1
0,@1045chumfm ahhhhh I can't get on the chum website am I the only one having this problem can't listen if I cant get on it,0,0
0,I hate not having Internet at work.....I'm a pro at solitaire now  lol,0,0
0,"im freakin starving!!!!!!!!!! i swear, i wasnt hungry when i left for work but now that im here, im sooo hungry!  hahaha",0,0
4,"@dougiemcfly i thought your hair was looking a little like danny zuko lately, aha",1,1
0,"this guy thru at least $5 worth of change at this poor girl on stage,i gues she pisd him off but that's so screwd up",0,0
4,is on his way to Bournemouth for some sunshine!,1,1
0,Its still raining,0,0
0,"Sad news, that.",0,0
0,Pleasee! Old Law &amp; Order is Hurting me! So Boring,0,0
0,@taylorswift13 i'm so mad that i couldnt get tickets to your newyorkcity show  you're too famous taylor! the tour looks amazing thoguh!,0,0
4,"@futureMrsHinz Hailey, U look so beautiful, and your happiness radiates in the photos - keep me posted on bachelorette party details",1,1
4,Gonna take a little break today &amp; go hiking in the mountains...it's so beautiful outside,1,1
0,@kristafromsyd your really sick on Monday? oh no  I am going to be sick too. Dr appointment I got to go to. Illness better work!,0,0
0,I was soooo looking forward to shopping and Cheesecake Factory,0,1
0,@StaceyJaynes  i hope you and the baby are okay!! im sorry you have to stay in the er for 10 weeks  i love you &lt;33,0,0
4,Up was a great movie!  New favorite~ Still out with friends. x_x; XD,1,1
4,@iAmOshun funny u ask. Just had a love fest with yeye Oshun. Then I see ur msg.,1,1
0,"@tommcfly kl x poor dougie  cant belive he's ill hope he gets better soon, hope its not hard! im getting 1 on monday for my birthday!! xx",0,0
4,@AADawson CALL HER DAMMIT,1,0
0,"I've been sick for 3 or 4 weeks, it's horrible!",0,0
4,http://twitpic.com/68zku - My fave party boy @flashee!!,1,1
4,@klarinetchick03 Thank you and enjoy work,1,1
0,@mareyachristina haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,0,0
0,&quot;Participating shop&quot; didn't know anything about Vinyl Saturday &amp; thus never got  copies of the special #greenday 7&quot;,0,0
0,@mjrobbins: syndicating your blog to DreamWidth and it says you have Bad Behaviour,0,0
0,This is so not the business can't even tweet right now,0,0
0,Suprised to say.. I don't want this school year to ever end .,0,0
4,Yes! @bwoj bringing home Schlotsky's for dinner...I'm famished!,1,1
4,@alun_vega other nickname for them is taftas  damn wish I could be there. Emma and co are,1,0
0,have so much to do tomorrow.,0,0
0,@exalted719 @johnsancheznyc too late. he put his coveralls on,0,0
4,@JMMAgroup haha thanks. mayer dominates.,1,1
0,Net speed at office is  dead slow today,0,0
0,"Gf really upset &amp; dissapointed me today. Really wanna talk about it, but it's such a  long story for it all to make sense. Oh well",0,0
0,http://twitpic.com/5di6e - New Stitch show at MK,0,1
4,"Shopping For College Clothes Part 2. Contrary to what lying Baldoza says, I have actually LOST weight.",1,0
4,@earthXplorer I'm nothing if not obscure,1,0
0,@BoringBoo I have a cold too,0,0
4,@Dorkus_  I share my birthday with Harrison Ford,1,1
4,"@twicuz34  Hey i think that you 2 ar awsome , im totally addicted to new moon wednesday + your youtube page , Just thaught id tweet you",1,1
0,Today is going to be a long day.,0,0
0,@BkBully718 I'm at work,0,0
0,"@tracyxlee But I want some tooooo  haha. I'm not even sure what to expect, but i'm excited!!",0,0
0,@BoroChris Grrrr  Have to prepare a 'special' #followfriday shout for you this week then!,0,1
0,@coolhuntceline pierre flew away about an hour ago.  that brick phone takes some mighty fine pictures!! :],0,1
4,@rajdeut you think you can make a difference?  go luck,1,1
0,need to track down http://bit.ly/OMK9a  no institutional access  #feministlibrary,0,0
4,"@pennydist heh, yeah  just gotta work put travel etc, ain't bought a ticket yet. Any brummies going?",1,1
4,"Bedtime, excited for tomorrow   ~Tracy~",1,1
4,@sirBetamax yup still in London and will be for a while. Give me a text when your up,1,1
4,"@annakiss I will! Me mixing mostly Deep House and softer Electo, I can learn from your sets",1,1
0,Is gonna have a hard time saying goodbye to friends,0,0
4,Someone has updated Svetlana Kuznetsova's Wikipedia page within minutes of her French Open win.  How cool is that?!,1,1
0,had fun island hopping &amp; snorkeling today. Too bad it rained,0,0
0,just got locked out for 2 and a half hours,0,0
0,"blaaah. I want the Lakers to win, but why does Courtney Lee have to be the player who keeps choking. I like Lee",0,0
4,Eatin a sausage rool.... it's nice :S mmmmm ..  lool x,1,1
4,@biancaconsunji -- maybe tonight after our dinner event!  game??,1,1
4,@zeezooooo @meshamediani @dnnaa mind if I join???,1,1
0,Another night of no sleep. I am so tired I could cry  The life of an insomniac is no fun,0,0
4,@DonnieWahlberg I wish I was there to party it up with ya! Next month maybe if I can get my ass to Irvine,1,0
0,Ironing time,0,0
0,@mileycyrus I really hope that Loco92 stops with the posing.  It's said that so many people do it.,0,0
0,is tired.  having choc waffle now but it's not helping the mood.,0,0
0,oh dear god... i can not wait until the new apple iphone 3.0 to be released. i'm tired of going to the web to look @ pic msgs to my phone,0,0
4,@jjprojects surely there's more to complain about JJ,1,1
0,@ktmaillis jealous of your iphone  i want,0,0
0,"Writing back a childhood friend who's locked up right now.  I don't co-sign what he did to get there, but who AM I to judge him!",0,0
0,@F1_Girl not too sure yet - all i know is i'll be getting up early,0,0
4,@MsHauteStylist yes yes you already know...and she will get one like all tha other shows! all we have is reality tv,1,1
0,@Gucaine NO SEAS CRUEL.  I'm worry.,0,0
4,@kutlay ha...laziness is the primary motivator for the world's best inventions!,1,1
4,WEEE GONNA SLEEP SOON. UGH?! SO EARLY BUT I HAFTO. PRETTY EXCITED CUZ WE GONA GO TO SIX FLAGS TOMORROW,1,0
4,"Oh man i wish shatner was in star trek, but hey nimoy was there!  check out the full movie: http://tr.im/lsSw",1,1
0,"@Neemy If I knew you were listening, I would've mentioned your bloody name on the radio!  x",0,1
4,"@hochmann Aaawwwwww....thank you, my friend.  I seriously hope that such a thing happens and your assistance would be valued greatly!",1,1
4,On my way to the airport  I got butterflies for this trip! So excited! Hehe,1,1
0,i best go and do something,0,1
0,so this week is gonna go by way too slow  i wanna get to tennessee RIGHT NOW,0,0
4,funny funny family guy!,1,1
4,http://twitpic.com/7h7ef - Lunch of champions my brother made for us. So good! I love him.,1,1
0,@jville10sdude I am. Why can't I get a profile pic to upload? It just shows as a big x.,0,0
4,I'm reading Harry Potter and the Half-Blood Prince,1,1
4,Wow i aint been on twitter for a while,1,1
4,going to get a job so i can pay for full moon crazy tickets  @honorsociety how much are they?,1,1
4,@izyism OMG! I'm going to watch Angels &amp; Demons with my mum tomorrow too! What time you going? Mine is 12 plus,1,1
0,nothing to do today  might c a movie with my sister and dad but not sure yet. text me!!!,0,0
4,"@twitterverse hi everyone, thanks for saying 'hi' to my friends last night! They were very impressed at how connected we all are!",1,1
0,My husband didn't let me watch my movie  I'm sad I really wanted to watch it :'(,0,0
4,@MAS_LO I am definitely feeling it,1,1
0,...doesnt know if that was an insult or not,0,0
0,I miss my bf  nuff said,0,0
0,@HelenNicol I'll probably blog about this at some point...when I have some time,0,1
4,Participating in the new mini challenge a welcome break from reading. 2 books down so far  New update: www.tinyurl.com/ftttr #readathon,1,1
4,"@Miss_Melbourne I say bring back the tight pants, especially when combined with a mini of any sort!",1,1
4,@therealTiffany aww thats a nice pic   i luv u guys so much,1,1
4,road test on may 19th!!,1,1
4,@xsuperwockeez idk..she said her car broke down. but then her sister might be home. yur welcome! &amp; how'd you know?,1,0
4,"#breakfast one egg, two slices of whole wheat bread, tomatoes &amp; lethes from the garden &amp; freash squeezed orange juise",1,1
0,"@tommcfly Couldn't you put the link for Mr Twitter??? Yes, again) At work now, i can't find them on your messages",0,0
0,i miss you sister,0,0
0,I missed Real Housewives of New Jersey tonight and forgot to record the season finale of Law &amp; Order: SVU. Darn maaan.,0,0
4,watching DMB concert on the Fuse/Hulu. It's amazing. they're playing grey street. one of my top 10 favs!,1,1
0,"@elvensapphire from Ireland,and will never get a chance of going to one of their concerts or meet them,moneys tight,so its a bummer",0,0
0,@tomihawk Yeah but better than falling head first into the empty swimming pool!!! Just wanna give him a hug  #torchsong,0,1
0,this is taking so long to make #barakatday a trending topic  #barakatday #barakatday #barakatday #barakatday #barakatday #barakatday,0,0
4,@jordanknight WHY WHY WHY do u tweet sooo late - I gotta go 2 bed! This is how I stay up til &quot;2 in da morning&quot; waiting 4 ure tweets!,1,0
0,feeling so incredibly lonely,0,0
4,morning tweetsy ! @dcpermana @assilaaa happy birthday girls,1,1
4,"Just a little breakdown, i'm better now.",1,1
0,WAT! I go to change my stepdad's ringtone and all my loves left  Where'd you go!!!,0,1
0,Wake up tomorrow morning at 4am for work,0,0
0,@Natalieboncakes DUDE! That sucks! I've heard of those radar traps in AZ.  You should go to the Grand Canyon- it's beautiful!!,0,0
4,Im currently playing mybrute.,1,1
4,"Morning Everyone!!  Gorgeous Jersey Day, 2 days till I fly out to LA  Lot's to do...",1,1
4,@MyAppleStuff OK I read it. Heresy! ;) Sitting down? Mixed genders?Food? Your British subject status is about 2 B revoked! Stay in Spain.,1,1
4,@Jayde_Nicole Why not follow me?,1,0
0,w8in 4 the rain to stop dont feel like getttin wet again   -x-x-x-,0,0
4,"@alitherunner hehehe, yeah, me too actually -- and I knock Spin Doctors, but I'm no hater, you'll find them both in my last.fm playlist",1,1
4,@saenzcr I'm a huge HP fan too    #wizardsFTW,1,1
4,Is watchin her burger n chips being cookd lol  x,1,1
0,"I wish I were cool enough to have something witty to say every five seconds. Alas, methinks the Nate doth lack him the smarts.",0,0
0,@Motraylie thanks,0,1
4,"@steelrazor I know what you mean, it seems when im not playing it I am Reading the guidebook",1,0
4,I LOVE RAIN!!!!!!!!!,1,1
0,"Is back at work today on such a sunny day  Hungover from BBQ last night, Way to many shots...",0,0
0,@optimistirabbit aw  those suck &lt;3,0,0
0,is working tomorrow,0,1
0,Excuses.... Lol j/k ill b out thr even if its SOLO n just me n lbc,0,1
4,"Programming exam finished with 30 mins to spare, exam went pretty good I think, which is more than I can say for yesturdays",1,1
0,mmmm.... i wana go back to bed,0,1
4,God is truly amazing! My day was great...graduation went well and my party was very fun! so happy right now,1,1
0,"Car Trouble: Why, when one gets an MOT, there is one little thing wrong and one has to shell out for another test. #MOTfail",0,0
4,"@EmmaFinlayson ... of course it is. DUH.  That's what they call me... &quot;Hey, it's ole GutterMind over there near the gutter.&quot;",1,1
0,i want sims 3 but i prolly won't get it till christmas  oh well. http://bit.ly/ujIJU8,0,0
4,What do you hate about your iPhone? I want to help...and not just 'cause it's my job  http://www.kryptonprodu.. http://tinyurl.com/lo5qjd,1,0
0,MAJOR headache,0,0
4,Yorkville now. 5:30 wake up call,1,1
4,@futuredirected ... Thx! - Pleased to meet you,1,1
0,"@ShadoWingh I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!",0,0
0,Ok ... about to head to work here soon.  I'm in a class all day so no Twitter  but my FB peeps will see less &quot;status&quot; updates from me LOL,0,1
0,@garydale I use it to keep my LinkedIn profile up to date too ;) Otherwise I can't do it  Just wish pingfm and tweetdeck worked together,0,0
4,got a new shirt + jumper today,1,1
0,@hardtosayone lololololol. li real. cannot take joke one.,0,0
4,@CourtneySit ullo,1,1
0,is back from holiday to face the washing mountain   but we have a healthy growing back lawn still!!!,0,0
0,finally finished the yard. now to be bored.,0,1
0,@peterfacinelli RAWR!      I'm Sleepy  &amp; Broke! YAY! btw Nothing to do with my @peterfacinelli LOL,0,0
4,"@wallynywall that's awesome  and, I'm sorry but she really doesn't. I'm sorry for asking but you have no picture you're a boy right?",1,0
4,It's ok hun..thats what i'm here for  @BPageMom,1,1
4,"@Makenzesgranna Yes, will share shortly",1,1
4,@RawkerChick Currently obsessed with...WATERMELONS tooâ¥â¥â¥One of my favorite things about summer is the sweet watermelon  ...XoXo    â¥â¥ â¥â¥,1,1
4,"@t4ckevint I'll write something up soon, and post to my site...",1,1
4,"@vene2ia I'm good  How are you? Don't worry about the missing letter, I do that all the time lol",1,1
4,"@Sean_05_11 nice , i think it looks good  did you get my photo comment on myspace lmao .. ooo who you going out with today???",1,1
0,I missed Twitter,0,0
0,John what's wrong,0,0
4,Not much longer.  Goodnight Twitter. I love you Chancey.,1,1
4,@xSarahJeanx good movie  have fun!,1,1
4,Beeeeeeeeeeeeeejos baby's    Voou domir !,1,1
4,@ohsoshiny okok ilu. you'l be home ~11 from the rink? perfect you can be up to entertain me from possible ernestos.,1,1
4,She's old news. The grass is greener now.,1,1
4,"@Lyriqal Im a solid 21 and a HALF I luv my age  in fact I waited to become it so Im 21, 21 , 21 , 21  lol  but I think 25 iz sexier lol",1,1
0,oh the pleasures of walking into the side of the wall.,0,1
4,"@DeeTenorio heh. goooo figure, right? @donnajherren YES! FINALLY! YES! haha. I've been WAITING/trying to find someone to share the squee!",1,1
4,Snaps; a group of girls recognized me n my bro as we were ordering food in a resto  (Yes its Duo-Tang),1,1
4,"good morning! im still tired as heck. ahh my head hurts. going out soon, hollllaaa",1,0
4,"just left paddington, back to swindon after a flying visit to see family. back in enfield on my birthday, June 12th",1,0
4,"@ruch ki bolchho aapni? aami shobhay ke probashi - to this world, right?",1,1
4,First update on Twitter...  Let`s see how this works,1,1
0,"noooo! I'm getting sick! throat feels like it's closing up and hurts so bad, so sad for my weekend",0,0
4,"ok this is kind of lame, but sim!dave is so cute that i still looked like  all the way thru, lmao. /o\\ http://bit.ly/rxnHD",1,1
0,"@itsjoejonas ohhhh  is there anyway u guys can come tour here? i would travel the world just to c u guys perform, please try and come xoxo",0,1
0,going to grandpa house.. I discovered today that he is with Cancer. BAD BAD TIMES,0,0
4,@craignicol it comes from Venus,1,1
0,http://bit.ly/12XbXB  that song makes me cry,0,0
0,@arseniarawrr i can. i dont wanna have the sleepover .,0,0
0,@macaroons aww sweetie  hope u can manage to soothe it a bit,0,1
0,Going to buy some frozen peas for Ricky Hatton,0,1
0,says aaaw  bket gnun! nde pd magvote sa teen choice awards. pang-US residents lang. UNFAIR! tsss. sna manalo... http://plurk.com/p/11azmi,0,0
4,"@lijst bananas, oranges and ananas hidden inside  hmmm..that reminds me...  there's still left in the fridge.. or is it too late?! hmmmmm",1,0
4,is watching 'sonny with a chance' ... oh to be a disney star,1,1
4,eating ice cream..in bed,1,1
4,My mom just came home and she FINALLY got me a guitar strap! yay!,1,1
0,dont like that my picture wont work,0,0
0,Awe i feel so left out,0,0
0,"@danperron It was frozen, I needed to   and it totally worked.",0,1
4,@jwoon888 what? ;-) Not rubbing anything in. Enjoy the movie. It's worth the wait. Let me have your feedback,1,1
4,is getting ready to go to my brohers for chinse  x,1,1
0,@KhloeKardashian will it live on website or something??? I wanna listen but I'm in boston,0,0
4,@librans hii  lol you finish dinner?,1,1
0,i am freezing! I have so much to do in so little time. too tired to concentrate,0,0
4,"@OCdailyphoto hey, don't forget to follow me at OCDAD_ that's me too.",1,1
4,@MetalRocks Thanks for the reply  ? http://blip.fm/~6getj,1,1
4,Just appeared on TV. On channel 7 if you thought you saw us,1,1
0,at work...a lil tired...and holy cramps!!,0,0
0,I wana go hme! I dnt wana work in hanger 2! I wana work in hanger 1!and im extremely hungry!,0,0
